_step,learner/env_steps,learner/decomp/shared_score_fraction,learner/decomp/scaled_shared_to_task_norm,learner/decomp/shared_task_cosine,learner/decomp/shared_goal_score_abs,learner/decomp/task_goal_score_abs,learner/decomp/shared_norm,learner/decomp/task_norm,learner/categorical_accuracy,learner/binary_accuracy,learner/decomp/L_dyn,learner/actor_loss,learner/entropy_mean,run_id,seed,alpha
276450.0,261300,0.0,0.0,0.2616628110408783,0.0,0.8603271842002869,9.509575843811035,15.991744995117188,0.95391845703125,0.9978704452514648,2.2160267690196633e-05,76.33863830566406,-6.239253044128418,ofzrndo9,7,0.0
285750.0,271350,0.0,0.0,0.2833893597126007,0.0,0.9266793727874756,9.305980682373047,17.196046829223633,0.93890380859375,0.9978151321411133,2.1619929611915722e-05,90.46891021728516,-7.21931266784668,ofzrndo9,7,0.0
295950.0,281400,0.0,0.0,0.2735152542591095,0.0,0.8762564659118652,9.305191040039062,16.252944946289062,0.9422607421875,0.9978616237640381,2.2318419723887928e-05,82.24839782714844,-7.936803817749023,ofzrndo9,7,0.0
306900.0,291450,0.0,0.0,0.27412283420562744,0.0,0.9545400142669678,9.22568130493164,17.894981384277344,0.95269775390625,0.9978878498077393,2.1229941921774298e-05,109.4337158203125,-8.57136344909668,ofzrndo9,7,0.0
316351.0,301500,0.0,0.0,0.2980840802192688,0.0,0.967854917049408,9.277074813842773,13.755571365356445,0.93975830078125,0.9977726936340332,1.9715418602572754e-05,46.75303649902344,-7.141719341278076,ofzrndo9,7,0.0
326400.0,311550,0.0,0.0,0.27311545610427856,0.0,0.9193342328071594,9.241974830627441,16.242324829101562,0.95892333984375,0.9979138374328613,2.0169654817436822e-05,85.80958557128906,-7.237071990966797,ofzrndo9,7,0.0
337050.0,321600,0.0,0.0,0.27692824602127075,0.0,0.9029254913330078,9.158336639404297,16.923961639404297,0.95623779296875,0.9978985786437988,2.1260395442368463e-05,106.28950500488281,-4.699201583862305,ofzrndo9,7,0.0
348000.0,331650,0.0,0.0,0.3036813735961914,0.0,0.8783975839614868,9.074640274047852,14.08517074584961,0.94671630859375,0.9978716373443604,1.8941516827908345e-05,57.559608459472656,-7.207673072814941,ofzrndo9,7,0.0
356250.0,341700,0.0,0.0,0.2817533016204834,0.0,0.9303864240646362,9.023723602294922,17.30571746826172,0.94964599609375,0.9978442192077637,1.631979102967307e-05,115.62132263183594,-7.695836067199707,ofzrndo9,7,0.0
367650.0,351750,0.0,0.0,0.30336493253707886,0.0,0.7619237899780273,9.01146125793457,15.184417724609375,0.9742431640625,0.9979865550994873,1.885148958535865e-05,68.25801849365234,-7.2160539627075195,ofzrndo9,7,0.0
377850.0,361800,0.0,0.0,0.3037220239639282,0.0,0.8029895424842834,8.875045776367188,14.836418151855469,0.9464111328125,0.9978551864624023,1.5751453247503377e-05,67.88361358642578,-6.285223007202148,ofzrndo9,7,0.0
388050.0,371850,0.0,0.0,0.2797642648220062,0.0,0.7917438745498657,8.849964141845703,14.890520095825195,0.953857421875,0.9978835582733154,1.7695329006528482e-05,67.5985107421875,-6.143935203552246,ofzrndo9,7,0.0
396150.0,381900,0.0,0.0,0.3013325333595276,0.0,0.8476114273071289,8.876646041870117,16.141571044921875,0.9541015625,0.9978792667388916,1.7795700841816142e-05,87.33158874511719,-6.957441329956055,ofzrndo9,7,0.0
407100.0,391950,0.0,0.0,0.3006877303123474,0.0,0.8361567258834839,8.837692260742188,16.603919982910156,0.966796875,0.997960090637207,1.6844558558659628e-05,86.53787231445312,-6.810150623321533,ofzrndo9,7,0.0
417600.0,402000,0.0,0.0,0.30233216285705566,0.0,0.8959250450134277,8.724937438964844,16.51189422607422,0.9736328125,0.9979946613311768,1.7693364497972652e-05,96.60873413085938,-7.070754051208496,ofzrndo9,7,0.0
427200.0,412050,0.0,0.0,0.3055322766304016,0.0,0.8437049388885498,8.683321952819824,16.527435302734375,0.9503173828125,0.9978477954864502,1.6431815311079845e-05,101.22724914550781,-6.642368316650391,ofzrndo9,7,0.0
436800.0,422100,0.0,0.0,0.27633434534072876,0.0,0.9877339601516724,8.722251892089844,13.171838760375977,0.95208740234375,0.9978666305541992,1.6935398889472708e-05,49.84471893310547,-7.957317352294922,ofzrndo9,7,0.0
446550.0,432150,0.0,0.0,0.2872949540615082,0.0,0.7807497382164001,8.576644897460938,14.631115913391113,0.96575927734375,0.9979326725006104,1.706037437543273e-05,66.67562866210938,-7.8190412521362305,ofzrndo9,7,0.0
456450.0,442200,0.0,0.0,0.28275221586227417,0.0,0.809699535369873,8.510345458984375,12.889434814453125,0.94769287109375,0.9979078769683838,1.9071099814027548e-05,46.95996856689453,-7.481548309326172,ofzrndo9,7,0.0
468750.0,452250,0.0,0.0,0.3040527403354645,0.0,1.0289344787597656,8.442197799682617,16.466476440429688,0.96331787109375,0.9979004859924316,1.5581606930936687e-05,98.545654296875,-6.646683216094971,ofzrndo9,7,0.0
477150.0,462300,0.0,0.0,0.2865857779979706,0.0,0.7776829600334167,8.391754150390625,13.431404113769531,0.95025634765625,0.9979019165039062,1.765591514413245e-05,59.068641662597656,-6.430564880371094,ofzrndo9,7,0.0
488850.0,472350,0.0,0.0,0.2975151538848877,0.0,0.7787938117980957,8.474838256835938,13.975428581237793,0.942626953125,0.9977893829345703,1.5680558135500178e-05,60.85626220703125,-7.189859390258789,ofzrndo9,7,0.0
498750.0,482400,0.0,0.0,0.28902730345726013,0.0,0.7882193326950073,8.353221893310547,13.156312942504883,0.95635986328125,0.9979264736175537,1.6789414075901732e-05,53.344749450683594,-8.067930221557617,ofzrndo9,7,0.0
508200.0,492450,0.0,0.0,0.2972726821899414,0.0,0.6916969418525696,8.340316772460938,15.157997131347656,0.96307373046875,0.9979212284088135,1.558856456540525e-05,81.22493743896484,-6.39048957824707,ofzrndo9,7,0.0
517800.0,502500,0.0,0.0,0.31109532713890076,0.0,0.8143115639686584,8.337076187133789,14.047013282775879,0.9610595703125,0.9979395866394043,1.5157707821344957e-05,67.45449829101562,-7.31420373916626,ofzrndo9,7,0.0
527850.0,512550,0.0,0.0,0.2816384434700012,0.0,1.0140610933303833,8.263575553894043,11.157511711120605,0.9439697265625,0.9978659152984619,1.618518763280008e-05,36.11712646484375,-7.95562744140625,ofzrndo9,7,0.0
537600.0,522600,0.0,0.0,0.30564039945602417,0.0,0.8218327760696411,8.28037166595459,14.6673583984375,0.949951171875,0.9978816509246826,1.7064397979993373e-05,82.9576416015625,-5.317689895629883,ofzrndo9,7,0.0
548700.0,532650,0.0,0.0,0.30971211194992065,0.0,0.7199272513389587,8.22381591796875,13.892976760864258,0.98101806640625,0.9979660511016846,1.4501556506729685e-05,62.16295623779297,-5.649279594421387,ofzrndo9,7,0.0
557850.0,542700,0.0,0.0,0.2924991846084595,0.0,0.7173247933387756,8.182424545288086,14.351387023925781,0.9669189453125,0.9979474544525146,1.405760212946916e-05,62.02644348144531,-7.67401123046875,ofzrndo9,7,0.0
567900.0,552750,0.0,0.0,0.30141299962997437,0.0,0.7205544710159302,8.150524139404297,14.087979316711426,0.9710693359375,0.9980158805847168,1.6425781723228283e-05,68.59750366210938,-7.481842517852783,ofzrndo9,7,0.0
578700.0,562800,0.0,0.0,0.2981545627117157,0.0,0.7411946058273315,8.095013618469238,15.300393104553223,0.9622802734375,0.9979541301727295,1.4626715710619465e-05,80.01258850097656,-6.717701435089111,ofzrndo9,7,0.0
588450.0,572850,0.0,0.0,0.3016357421875,0.0,0.7478318214416504,8.024203300476074,14.270927429199219,0.967529296875,0.9979465007781982,1.54470053530531e-05,66.00440216064453,-8.011954307556152,ofzrndo9,7,0.0
597900.0,582900,0.0,0.0,0.2921764850616455,0.0,0.7656275629997253,8.144119262695312,13.51804256439209,0.95245361328125,0.9979093074798584,1.4241177268559113e-05,60.54032897949219,-7.166149139404297,ofzrndo9,7,0.0
608100.0,592950,0.0,0.0,0.3165113925933838,0.0,0.845062792301178,8.047540664672852,16.37816047668457,0.9627685546875,0.9979090690612793,1.333365980826784e-05,104.20707702636719,-7.700191497802734,ofzrndo9,7,0.0
618150.0,603000,0.0,0.0,0.29319483041763306,0.0,0.8662591576576233,7.99699592590332,16.13341522216797,0.96844482421875,0.9979298114776611,1.4863382602925412e-05,98.00843811035156,-5.803646087646484,ofzrndo9,7,0.0
628200.0,613050,0.0,0.0,0.3141595125198364,0.0,0.8412549495697021,8.042492866516113,16.358036041259766,0.97113037109375,0.9979479312896729,1.434875503036892e-05,103.23524475097656,-5.9674272537231445,ofzrndo9,7,0.0
638100.0,623100,0.0,0.0,0.3120691776275635,0.0,0.8694050312042236,7.983733177185059,15.60662841796875,0.9814453125,0.9980106353759766,1.4875291526550427e-05,95.94161987304688,-5.292803764343262,ofzrndo9,7,0.0
649650.0,633150,0.0,0.0,0.31065165996551514,0.0,0.7990994453430176,7.9971394538879395,15.31246566772461,0.96563720703125,0.997943639755249,1.241571044374723e-05,93.65135192871094,-6.686525821685791,ofzrndo9,7,0.0
659250.0,643200,0.0,0.0,0.30609840154647827,0.0,0.7620635032653809,7.945861339569092,16.197784423828125,0.97454833984375,0.9979922771453857,1.5678437193855643e-05,95.34684753417969,-5.7753119468688965,ofzrndo9,7,0.0
668400.0,653250,0.0,0.0,0.30177199840545654,0.0,0.8098372220993042,7.978579521179199,14.763520240783691,0.97705078125,0.9979724884033203,1.3762869457423221e-05,80.98845672607422,-6.789525985717773,ofzrndo9,7,0.0
679050.0,663300,0.0,0.0,0.3054468333721161,0.0,0.7135471701622009,7.966601848602295,14.848384857177734,0.98309326171875,0.9980361461639404,1.553189940750599e-05,85.53495788574219,-5.8199357986450195,ofzrndo9,7,0.0
689100.0,673350,0.0,0.0,0.29492443799972534,0.0,0.7847464084625244,7.8501973152160645,15.116291046142578,0.97369384765625,0.9980101585388184,1.4208650100044906e-05,77.30306243896484,-6.626504421234131,ofzrndo9,7,0.0
698550.0,683400,0.0,0.0,0.2946712374687195,0.0,0.6725534200668335,7.866869926452637,13.665938377380371,0.98388671875,0.9980590343475342,1.4817102055530995e-05,69.01080322265625,-5.095993995666504,ofzrndo9,7,0.0
708600.0,693450,0.0,0.0,0.30127304792404175,0.0,0.7235724925994873,7.858723163604736,13.86286735534668,0.97216796875,0.9979932308197021,1.626339326321613e-05,78.71179962158203,-5.4961676597595215,ofzrndo9,7,0.0
718350.0,703500,0.0,0.0,0.30029547214508057,0.0,0.7129668593406677,7.781911849975586,13.088312149047852,0.97607421875,0.9980189800262451,1.3392421351454686e-05,64.47410583496094,-4.704318523406982,ofzrndo9,7,0.0
729600.0,713550,0.0,0.0,0.28304383158683777,0.0,0.777369499206543,7.767667770385742,12.46197509765625,0.96588134765625,0.9979333877563477,1.2983560736756772e-05,50.87273025512695,-6.215190410614014,ofzrndo9,7,0.0
739950.0,723600,0.0,0.0,0.31650471687316895,0.0,0.8146541118621826,7.809082508087158,15.939621925354004,0.97894287109375,0.9980106353759766,1.3815690181218088e-05,101.33717346191406,-6.081857681274414,ofzrndo9,7,0.0
749550.0,733650,0.0,0.0,0.2888118028640747,0.0,0.7616114020347595,7.735530853271484,11.94501781463623,0.9720458984375,0.9979991912841797,1.3431852494250052e-05,52.411346435546875,-5.901277542114258,ofzrndo9,7,0.0
759900.0,743700,0.0,0.0,0.2912926971912384,0.0,0.7602219581604004,7.791342735290527,13.387157440185547,0.9749755859375,0.9979925155639648,1.4971414202591404e-05,70.7645034790039,-5.570723533630371,ofzrndo9,7,0.0
769650.0,753750,0.0,0.0,0.3115311563014984,0.0,0.8502333760261536,7.780869960784912,16.144641876220703,0.98150634765625,0.9980266094207764,1.1180545698152855e-05,109.06105041503906,-6.452317237854004,ofzrndo9,7,0.0
779400.0,763800,0.0,0.0,0.31231236457824707,0.0,0.8351291418075562,7.701998233795166,16.005512237548828,0.98101806640625,0.9979960918426514,1.3645975741383154e-05,100.51364135742188,-6.21674919128418,ofzrndo9,7,0.0
790350.0,773850,0.0,0.0,0.3087628483772278,0.0,0.7895601987838745,7.751585960388184,15.386857986450195,0.97149658203125,0.9979515075683594,1.3278714504849631e-05,93.55873107910156,-7.415585517883301,ofzrndo9,7,0.0
798750.0,783900,0.0,0.0,0.30350521206855774,0.0,0.6584580540657043,7.709738731384277,14.35244083404541,0.977783203125,0.9979774951934814,1.2269429134903476e-05,80.42962646484375,-5.867208003997803,ofzrndo9,7,0.0
808950.0,793950,0.0,0.0,0.3038609027862549,0.0,0.7390651106834412,7.6474504470825195,13.935344696044922,0.98223876953125,0.9980266094207764,1.2769137356372084e-05,84.13111877441406,-5.924030303955078,ofzrndo9,7,0.0
818400.0,804000,0.0,0.0,0.3114157021045685,0.0,0.6946924924850464,7.601981163024902,15.077554702758789,0.98828125,0.9980497360229492,1.1562117833818775e-05,88.85607147216797,-7.321540355682373,ofzrndo9,7,0.0
828600.0,814050,0.0,0.0,0.31353238224983215,0.0,0.7323132753372192,7.607419490814209,15.132257461547852,0.9837646484375,0.9979968070983887,1.2547812730190344e-05,93.69600677490234,-6.221776485443115,ofzrndo9,7,0.0
839100.0,824100,0.0,0.0,0.3093278706073761,0.0,0.7769031524658203,7.662313461303711,14.753519058227539,0.9840087890625,0.9980151653289795,1.186788358609192e-05,88.86835479736328,-5.723721027374268,ofzrndo9,7,0.0
849450.0,834150,0.0,0.0,0.31415024399757385,0.0,0.7557781934738159,7.5555806159973145,14.990623474121094,0.97845458984375,0.997983455657959,1.1881536920554936e-05,93.82532501220703,-6.273179054260254,ofzrndo9,7,0.0
858750.0,844200,0.0,0.0,0.30556344985961914,0.0,0.7120892405509949,7.571210861206055,13.667173385620117,0.98162841796875,0.9979984760284424,1.1671798347379081e-05,75.30474853515625,-4.962108612060547,ofzrndo9,7,0.0
868650.0,854250,0.0,0.0,0.3114931583404541,0.0,0.6623747944831848,7.608157157897949,15.759481430053711,0.98040771484375,0.9979989528656006,1.2887529010185972e-05,94.15892028808594,-5.439566135406494,ofzrndo9,7,0.0
878850.0,864300,0.0,0.0,0.30389130115509033,0.0,0.7128914594650269,7.552855014801025,14.090404510498047,0.98138427734375,0.9980342388153076,1.4269262464949861e-05,84.49227142333984,-6.558852672576904,ofzrndo9,7,0.0
888750.0,874350,0.0,0.0,0.3054623305797577,0.0,0.6692889928817749,7.554386138916016,13.885568618774414,0.9830322265625,0.9980082511901855,1.1004689440596849e-05,78.84728240966797,-5.869737148284912,ofzrndo9,7,0.0
901050.0,884400,0.0,0.0,0.2994092106819153,0.0,0.6812713742256165,7.4488372802734375,14.011652946472168,0.97967529296875,0.9980049133300781,1.0623611160553992e-05,76.49443817138672,-5.763710975646973,ofzrndo9,7,0.0
910650.0,894450,0.0,0.0,0.3005426526069641,0.0,0.7763330936431885,7.419986724853516,13.228646278381348,0.9771728515625,0.9979681968688965,1.1955105946981348e-05,68.76953125,-6.571452617645264,ofzrndo9,7,0.0
921000.0,904500,0.0,0.0,0.28350985050201416,0.0,0.6090292930603027,7.519181251525879,11.795761108398438,0.977294921875,0.997967004776001,1.1797503248089924e-05,55.423805236816406,-5.2301130294799805,ofzrndo9,7,0.0
930600.0,914550,0.0,0.0,0.31413087248802185,0.0,0.8108295202255249,7.513545036315918,14.79289436340332,0.9910888671875,0.9980626106262207,1.2235376743774395e-05,92.21722412109375,-6.062184810638428,ofzrndo9,7,0.0
940200.0,924600,0.0,0.0,0.31032776832580566,0.0,0.7707737684249878,7.515908241271973,14.716529846191406,0.97833251953125,0.99800705909729,1.0643636414897628e-05,91.77247619628906,-5.680757522583008,ofzrndo9,7,0.0
951150.0,934650,0.0,0.0,0.2954743504524231,0.0,0.7217073440551758,7.423789024353027,14.560400009155273,0.9752197265625,0.9979963302612305,1.0664603905752301e-05,88.60188293457031,-6.031494617462158,ofzrndo9,7,0.0
961350.0,944700,0.0,0.0,0.2920430898666382,0.0,0.7338345050811768,7.423511981964111,12.764737129211426,0.981201171875,0.998023509979248,1.1260286555625498e-05,64.84866333007812,-5.34713077545166,ofzrndo9,7,0.0
971250.0,954750,0.0,0.0,0.2888146638870239,0.0,0.6555324196815491,7.403992652893066,13.32583999633789,0.98455810546875,0.9980652332305908,1.0901039786403999e-05,73.54387664794922,-5.80821418762207,ofzrndo9,7,0.0
981450.0,964800,0.0,0.0,0.3154072165489197,0.0,0.812899649143219,7.482248306274414,15.21524429321289,0.97772216796875,0.9980010986328125,1.0937162187474314e-05,96.04386138916016,-6.665866374969482,ofzrndo9,7,0.0
990750.0,974850,0.0,0.0,0.3166281580924988,0.0,0.6822832226753235,7.432096481323242,15.119009971618652,0.9923095703125,0.9980769157409668,1.1329331755405292e-05,94.456298828125,-6.22658109664917,ofzrndo9,7,0.0
1000200.0,984900,0.0,0.0,0.3105776309967041,0.0,0.6421264410018921,7.429889678955078,13.504006385803223,0.984130859375,0.9980056285858154,9.483137546340004e-06,75.3340835571289,-5.434602737426758,ofzrndo9,7,0.0
24450.0,10050,0.0,0.0,0.183828204870224,0.0,1.4506715536117554,15.210565567016602,10.33738899230957,0.5867919921875,0.9961738586425781,4.769673978444189e-05,23.501562118530273,1.4512455463409424,x3243e9i,5,0.0
36450.0,20100,0.0,0.0,0.1181817501783371,0.0,1.4413831233978271,15.027758598327637,11.857309341430664,0.6761474609375,0.9964804649353027,4.8588073696009815e-05,43.405517578125,-3.3078250885009766,x3243e9i,5,0.0
46350.0,30150,0.0,0.0,0.17103545367717743,0.0,1.2995333671569824,14.382757186889648,12.89773941040039,0.68682861328125,0.996612548828125,5.159179272595793e-05,31.27484130859375,-5.529579162597656,x3243e9i,5,0.0
56550.0,40200,0.0,0.0,0.15163645148277283,0.0,1.2056196928024292,13.759809494018555,14.078681945800781,0.77581787109375,0.9969677925109863,4.2971714719897136e-05,50.19099426269531,-8.53195571899414,x3243e9i,5,0.0
66751.0,50250,0.0,0.0,0.12883692979812622,0.0,1.1884745359420776,12.962163925170898,14.768884658813477,0.7994384765625,0.9971380233764648,4.390205867821351e-05,60.27397918701172,-11.051135063171387,x3243e9i,5,0.0
75750.0,60300,0.0,0.0,0.1472921520471573,0.0,1.1393343210220337,12.487751007080078,15.864558219909668,0.837646484375,0.9973158836364746,4.721999721368775e-05,63.69061279296875,-9.731379508972168,x3243e9i,5,0.0
86850.0,70350,0.0,0.0,0.1782100349664688,0.0,1.8085215091705322,12.01681900024414,15.123315811157227,0.7615966796875,0.996931791305542,4.820949834538624e-05,50.72029113769531,-8.435689926147461,x3243e9i,5,0.0
95100.0,80400,0.0,0.0,0.1788601577281952,0.0,1.196716070175171,11.556131362915039,17.139511108398438,0.845703125,0.9973828792572021,4.354015254648402e-05,72.37504577636719,-8.280376434326172,x3243e9i,5,0.0
105450.0,90450,0.0,0.0,0.18559570610523224,0.0,1.0431342124938965,11.205507278442383,17.468658447265625,0.8662109375,0.9974014759063721,4.0409933717455715e-05,60.49340057373047,-8.186927795410156,x3243e9i,5,0.0
116101.0,100500,0.0,0.0,0.16693058609962463,0.0,1.0791858434677124,10.999401092529297,17.299591064453125,0.88397216796875,0.9975571632385254,4.093447932973504e-05,73.92984008789062,-7.820269584655762,x3243e9i,5,0.0
126450.0,110550,0.0,0.0,0.17815154790878296,0.0,1.0448943376541138,10.673185348510742,18.568389892578125,0.89825439453125,0.9975769519805908,3.86196916224435e-05,79.44144439697266,-7.183235168457031,x3243e9i,5,0.0
136800.0,120600,0.0,0.0,0.26076996326446533,0.0,1.2013607025146484,10.536226272583008,13.972620010375977,0.8382568359375,0.9971699714660645,4.184682256891392e-05,31.089290618896484,-8.955846786499023,x3243e9i,5,0.0
146400.0,130650,0.0,0.0,0.19138240814208984,0.0,1.0672056674957275,10.357034683227539,19.314102172851562,0.89501953125,0.9975736141204834,3.6855210055364296e-05,84.53260803222656,-9.030909538269043,x3243e9i,5,0.0
156300.0,140700,0.0,0.0,0.22373323142528534,0.0,0.9734456539154053,10.283365249633789,18.22610092163086,0.90704345703125,0.9976153373718262,3.4481901820981875e-05,76.09173583984375,-6.754926681518555,x3243e9i,5,0.0
166051.0,150750,0.0,0.0,0.19590216875076294,0.0,1.0877128839492798,10.066425323486328,19.462434768676758,0.91766357421875,0.9976787567138672,3.30813491018489e-05,92.29667663574219,-7.919221878051758,x3243e9i,5,0.0
175950.0,160800,0.0,0.0,0.2094186246395111,0.0,0.9960851073265076,10.059249877929688,19.23326301574707,0.93402099609375,0.9977860450744629,3.0021888960618526e-05,86.25101470947266,-7.526799201965332,x3243e9i,5,0.0
186150.0,170850,0.0,0.0,0.2120368778705597,0.0,0.993074893951416,9.844600677490234,20.407222747802734,0.9100341796875,0.9976818561553955,3.3177748264279217e-05,95.30361938476562,-9.548189163208008,x3243e9i,5,0.0
196350.0,180900,0.0,0.0,0.21861866116523743,0.0,0.8741787672042847,9.670241355895996,19.33877944946289,0.898681640625,0.9976356029510498,3.616797039285302e-05,77.88936614990234,-5.5487751960754395,x3243e9i,5,0.0
205500.0,190950,0.0,0.0,0.24119414389133453,0.0,0.8856638073921204,9.674714088439941,19.272525787353516,0.92218017578125,0.9977238178253174,3.163244400639087e-05,80.51951599121094,-6.277302265167236,x3243e9i,5,0.0
217051.0,201000,0.0,0.0,0.26661890745162964,0.0,1.0343191623687744,9.546870231628418,14.788009643554688,0.88250732421875,0.9975218772888184,3.1578536436427385e-05,42.273529052734375,-10.316286087036133,x3243e9i,5,0.0
226650.0,211050,0.0,0.0,0.24134011566638947,0.0,0.898688018321991,9.589363098144531,19.136436462402344,0.93951416015625,0.9978072643280029,2.8019236196996644e-05,86.44422912597656,-6.008520603179932,x3243e9i,5,0.0
235650.0,221100,0.0,0.0,0.22872038185596466,0.0,0.9191861152648926,9.513019561767578,19.85540008544922,0.94061279296875,0.9977848529815674,3.0080693250056356e-05,98.78881072998047,-6.641296863555908,x3243e9i,5,0.0
