cell,task_idx,seed,run_id,env_steps,success_rate
sac_rr,5,3,rjdxgxdc,50100,0.0
sac_rr,5,3,rjdxgxdc,100200,0.0
sac_rr,5,3,rjdxgxdc,150300,0.0
sac_rr,5,3,rjdxgxdc,200400,0.0
sac_rr,5,3,rjdxgxdc,250500,0.0
sac_rr,5,3,rjdxgxdc,300600,0.0
sac_rr,5,3,rjdxgxdc,350700,0.1
sac_rr,5,3,rjdxgxdc,400800,0.0
sac_rr,5,3,rjdxgxdc,450900,0.1
sac_rr,5,3,rjdxgxdc,501000,0.0
sac_rr,5,3,rjdxgxdc,551100,0.0
sac_rr,5,3,rjdxgxdc,601200,0.0
sac_rr,5,3,rjdxgxdc,651300,0.0
sac_rr,5,3,rjdxgxdc,701400,0.0
sac_rr,5,3,rjdxgxdc,751500,0.0
sac_rr,5,3,rjdxgxdc,801600,0.1
sac_rr,5,3,rjdxgxdc,851700,0.0
sac_rr,5,3,rjdxgxdc,901800,0.0
sac_rr,5,3,rjdxgxdc,951900,0.0
sac_rr,5,3,rjdxgxdc,1002000,0.0
sac_rr,5,3,rjdxgxdc,1052100,0.1
sac_rr,5,3,rjdxgxdc,1102200,0.4
sac_rr,5,3,rjdxgxdc,1152300,0.1
sac_rr,5,3,rjdxgxdc,1202400,0.1
sac_rr,5,3,rjdxgxdc,1252500,0.0
sac_rr,5,3,rjdxgxdc,1302600,0.0
sac_rr,5,3,rjdxgxdc,1352700,0.1
sac_rr,5,3,rjdxgxdc,1402800,0.2
sac_rr,5,3,rjdxgxdc,1452900,0.0
sac_rr,5,3,rjdxgxdc,1503000,0.1
sac_rr,5,3,rjdxgxdc,1553100,0.3
sac_rr,5,3,rjdxgxdc,1603200,0.1
sac_rr,5,3,rjdxgxdc,1653300,0.2
sac_rr,5,3,rjdxgxdc,1703400,0.0
sac_rr,5,3,rjdxgxdc,1753500,0.1
sac_rr,5,3,rjdxgxdc,1803600,0.2
sac_rr,5,3,rjdxgxdc,1853700,0.2
sac_rr,5,3,rjdxgxdc,1903800,0.0
sac_rr,5,3,rjdxgxdc,1953900,0.0
sac_rr,5,3,rjdxgxdc,2004000,0.1
sac_rr,5,3,rjdxgxdc,2054100,0.0
sac_rr,5,3,rjdxgxdc,2104200,0.0
sac_rr,5,3,rjdxgxdc,2154300,0.0
sac_rr,5,3,rjdxgxdc,2204400,0.1
sac_rr,5,3,rjdxgxdc,2254500,0.1
sac_rr,5,3,rjdxgxdc,2304600,0.0
sac_rr,5,3,rjdxgxdc,2354700,0.0
sac_rr,5,3,rjdxgxdc,2404800,0.0
sac_rr,5,3,rjdxgxdc,2454900,0.1
sac_rr,5,3,rjdxgxdc,2505000,0.2
sac_rr,5,3,rjdxgxdc,2555100,0.2
sac_rr,5,3,rjdxgxdc,2605200,0.2
sac_rr,5,3,rjdxgxdc,2655300,0.0
sac_rr,5,3,rjdxgxdc,2705400,0.1
sac_rr,5,3,rjdxgxdc,2755500,0.0
sac_rr,5,3,rjdxgxdc,2805600,0.0
sac_rr,5,3,rjdxgxdc,2855700,0.1
sac_rr,5,3,rjdxgxdc,2905800,0.1
sac_rr,5,3,rjdxgxdc,2955900,0.2
sac_rr,5,3,rjdxgxdc,3006000,0.1
sac_rr,5,3,rjdxgxdc,3056100,0.1
sac_rr,5,3,rjdxgxdc,3106200,0.1
sac_rr,5,3,rjdxgxdc,3156300,0.0
sac_rr,5,3,rjdxgxdc,3206400,0.1
sac_rr,5,3,rjdxgxdc,3256500,0.0
sac_rr,5,3,rjdxgxdc,3306600,0.0
sac_rr,5,3,rjdxgxdc,3356700,0.1
sac_rr,5,3,rjdxgxdc,3406800,0.1
sac_rr,5,3,rjdxgxdc,3456900,0.0
sac_rr,5,3,rjdxgxdc,3507000,0.1
sac_rr,5,3,rjdxgxdc,3557100,0.0
sac_rr,5,3,rjdxgxdc,3607200,0.0
sac_rr,5,3,rjdxgxdc,3657300,0.1
sac_rr,5,3,rjdxgxdc,3707400,0.2
sac_rr,5,3,rjdxgxdc,3757500,0.1
sac_rr,5,3,rjdxgxdc,3807600,0.1
sac_rr,5,3,rjdxgxdc,3857700,0.1
sac_rr,5,3,rjdxgxdc,3907800,0.2
sac_rr,5,3,rjdxgxdc,3957900,0.1
sac_rr,5,3,rjdxgxdc,4008000,0.2
sac_rr,5,3,rjdxgxdc,4058100,0.2
sac_rr,5,3,rjdxgxdc,4108200,0.2
sac_rr,5,3,rjdxgxdc,4158300,0.0
sac_rr,5,3,rjdxgxdc,4208400,0.5
sac_rr,5,3,rjdxgxdc,4258500,0.2
sac_rr,5,3,rjdxgxdc,4308600,0.0
sac_rr,5,3,rjdxgxdc,4358700,0.0
sac_rr,5,3,rjdxgxdc,4408800,0.1
sac_rr,5,3,rjdxgxdc,4458900,0.3
sac_rr,5,3,rjdxgxdc,4509000,0.2
sac_rr,5,3,rjdxgxdc,4559100,0.1
sac_rr,5,3,rjdxgxdc,4609200,0.1
sac_rr,5,3,rjdxgxdc,4659300,0.0
sac_rr,5,3,rjdxgxdc,4709400,0.2
sac_rr,5,3,rjdxgxdc,4759500,0.2
sac_rr,5,3,rjdxgxdc,4809600,0.1
sac_rr,5,3,rjdxgxdc,4859700,0.3
sac_rr,5,3,rjdxgxdc,4909800,0.4
sac_rr,5,3,rjdxgxdc,4959900,0.1
sac_rr,5,3,rjdxgxdc,5010000,0.1
sac_rr,5,3,rjdxgxdc,5060100,0.1
sac_rr,5,3,rjdxgxdc,5110200,0.0
sac_rr,5,3,rjdxgxdc,5160300,0.1
sac_rr,5,3,rjdxgxdc,5210400,0.0
sac_rr,5,3,rjdxgxdc,5260500,0.0
sac_rr,5,3,rjdxgxdc,5310600,0.3
sac_rr,5,3,rjdxgxdc,5360700,0.1
sac_rr,5,3,rjdxgxdc,5410800,0.1
