cell,task_idx,seed,run_id,env_steps,success_rate
sac_pp,5,3,vbcuj11c,50100,0.3
sac_pp,5,3,vbcuj11c,100200,0.0
sac_pp,5,3,vbcuj11c,150300,0.1
sac_pp,5,3,vbcuj11c,200400,0.0
sac_pp,5,3,vbcuj11c,250500,0.0
sac_pp,5,3,vbcuj11c,300600,0.0
sac_pp,5,3,vbcuj11c,350700,0.0
sac_pp,5,3,vbcuj11c,400800,0.0
sac_pp,5,3,vbcuj11c,450900,0.0
sac_pp,5,3,vbcuj11c,501000,0.1
sac_pp,5,3,vbcuj11c,551100,0.0
sac_pp,5,3,vbcuj11c,601200,0.0
sac_pp,5,3,vbcuj11c,651300,0.0
sac_pp,5,3,vbcuj11c,701400,0.0
sac_pp,5,3,vbcuj11c,751500,0.1
sac_pp,5,3,vbcuj11c,801600,0.1
sac_pp,5,3,vbcuj11c,851700,0.2
sac_pp,5,3,vbcuj11c,901800,0.0
sac_pp,5,3,vbcuj11c,951900,0.0
sac_pp,5,3,vbcuj11c,1002000,0.1
sac_pp,5,3,vbcuj11c,1052100,0.0
sac_pp,5,3,vbcuj11c,1102200,0.1
sac_pp,5,3,vbcuj11c,1152300,0.0
sac_pp,5,3,vbcuj11c,1202400,0.0
sac_pp,5,3,vbcuj11c,1252500,0.0
sac_pp,5,3,vbcuj11c,1302600,0.0
sac_pp,5,3,vbcuj11c,1352700,0.0
sac_pp,5,3,vbcuj11c,1402800,0.0
sac_pp,5,3,vbcuj11c,1452900,0.0
sac_pp,5,3,vbcuj11c,1503000,0.1
sac_pp,5,3,vbcuj11c,1553100,0.1
sac_pp,5,3,vbcuj11c,1603200,0.1
sac_pp,5,3,vbcuj11c,1653300,0.0
sac_pp,5,3,vbcuj11c,1703400,0.0
sac_pp,5,3,vbcuj11c,1753500,0.1
sac_pp,5,3,vbcuj11c,1803600,0.1
sac_pp,5,3,vbcuj11c,1853700,0.1
sac_pp,5,3,vbcuj11c,1903800,0.0
sac_pp,5,3,vbcuj11c,1953900,0.0
sac_pp,5,3,vbcuj11c,2004000,0.1
sac_pp,5,3,vbcuj11c,2054100,0.0
sac_pp,5,3,vbcuj11c,2104200,0.0
sac_pp,5,3,vbcuj11c,2154300,0.0
sac_pp,5,3,vbcuj11c,2204400,0.1
