group,actor_mode,critic_mode,seed,task_idx,env,run_id,n_evals,best_success,end_success,mean_success_during_training,auc_success,stability,cell
for_real,persistent,cka,101,5,sawyer_handle_press_side,s9fu2dza,159.0,0.2,0.0,0.010062893081761008,0.010126582278481013,0.0,actor=persistent-critic=cka
for_real,persistent,cka,101,6,sawyer_push,6njvojgp,159.0,1.0,0.9,0.5062893081761006,0.5066455696202532,0.9,actor=persistent-critic=cka
for_real,persistent,cka,101,7,sawyer_shelf_place,ilhb336f,159.0,0.9,0.0,0.25408805031446546,0.25569620253164554,0.0,actor=persistent-critic=cka
for_real,persistent,persistent,97,0,sawyer_hammer,j8dzlmqg,159.0,1.0,1.0,0.8710691823899371,0.8734177215189873,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,97,1,sawyer_push_wall,db8bofry,159.0,1.0,1.0,0.6226415094339622,0.6234177215189873,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,97,2,sawyer_faucet_close,4hegr3kc,159.0,0.8,0.4,0.29685534591194973,0.2974683544303797,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,97,3,sawyer_push_back,2go801o3,159.0,1.0,0.3,0.7660377358490565,0.7699367088607595,0.3,actor=persistent-critic=persistent
for_real,persistent,persistent,97,4,sawyer_stick_pull,vzlpnl41,159.0,1.0,0.5,0.3735849056603774,0.37436708860759493,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,97,5,sawyer_handle_press_side,v73sdurh,159.0,0.2,0.0,0.00817610062893082,0.008227848101265823,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,97,6,sawyer_push,y9rgtl8v,159.0,1.0,0.3,0.4062893081761006,0.4079113924050633,0.3,actor=persistent-critic=persistent
for_real,persistent,persistent,97,7,sawyer_shelf_place,4l662589,159.0,1.0,0.6,0.38113207547169814,0.38164556962025314,0.6,actor=persistent-critic=persistent
for_real,persistent,persistent,97,8,sawyer_window_close,szjjibf4,159.0,0.5,0.0,0.07924528301886793,0.07974683544303797,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,97,9,sawyer_peg_unplug_side,05di5iwf,159.0,0.7,0.4,0.24088050314465412,0.24113924050632912,0.5714285714285715,actor=persistent-critic=persistent
for_real,persistent,persistent,98,0,sawyer_hammer,yvciopiw,159.0,1.0,1.0,0.8125786163522014,0.8126582278481013,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,1,sawyer_push_wall,m8av4c5t,159.0,1.0,0.5,0.4792452830188679,0.4806962025316456,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,98,2,sawyer_faucet_close,1kiu95jp,159.0,0.9,0.6,0.4327044025157232,0.43259493670886073,0.6666666666666666,actor=persistent-critic=persistent
for_real,persistent,persistent,98,3,sawyer_push_back,dn3ihk1o,159.0,1.0,1.0,0.7761006289308177,0.7778481012658228,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,4,sawyer_stick_pull,w96jbom9,159.0,1.0,0.2,0.5440251572327044,0.5465189873417722,0.2,actor=persistent-critic=persistent
for_real,persistent,persistent,98,5,sawyer_handle_press_side,b1elza8p,159.0,0.1,0.0,0.005660377358490566,0.00569620253164557,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,6,sawyer_push,y6mm2kgy,159.0,1.0,0.0,0.3867924528301887,0.38924050632911394,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,7,sawyer_shelf_place,d6m7r6uv,159.0,0.0,0.0,0.0,0.0,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,8,sawyer_window_close,fyrpjxr9,159.0,0.4,0.0,0.011320754716981133,0.01139240506329114,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,98,9,sawyer_peg_unplug_side,31e15u3f,159.0,0.8,0.2,0.19496855345911954,0.19556962025316454,0.25,actor=persistent-critic=persistent
for_real,persistent,persistent,99,0,sawyer_hammer,pjdbjr3h,159.0,1.0,1.0,0.8924528301886795,0.8917721518987342,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,99,1,sawyer_push_wall,wsh0xl1w,159.0,1.0,0.9,0.549685534591195,0.5503164556962026,0.9,actor=persistent-critic=persistent
for_real,persistent,persistent,99,2,sawyer_faucet_close,dbzw9b5m,159.0,0.9,0.3,0.3509433962264152,0.3522151898734177,0.3333333333333333,actor=persistent-critic=persistent
for_real,persistent,persistent,99,3,sawyer_push_back,0gf0qupd,159.0,1.0,0.4,0.6182389937106919,0.6208860759493671,0.4,actor=persistent-critic=persistent
for_real,persistent,persistent,99,4,sawyer_stick_pull,wjm6yb1u,159.0,1.0,0.3,0.6088050314465409,0.6117088607594937,0.3,actor=persistent-critic=persistent
for_real,persistent,persistent,99,5,sawyer_handle_press_side,quy1qlgq,159.0,0.4,0.0,0.027672955974842768,0.027531645569620254,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,99,6,sawyer_push,ohfnhhoj,159.0,1.0,0.5,0.5465408805031448,0.5484177215189874,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,99,7,sawyer_shelf_place,w0cdif1a,159.0,0.8,0.3,0.07547169811320756,0.075,0.37499999999999994,actor=persistent-critic=persistent
for_real,persistent,persistent,99,8,sawyer_window_close,8095ry9q,159.0,0.2,0.0,0.008805031446540882,0.008227848101265823,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,99,9,sawyer_peg_unplug_side,vhbjtj5p,159.0,0.9,0.0,0.29685534591194973,0.29873417721518986,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,100,0,sawyer_hammer,ltx4cgfb,159.0,1.0,1.0,0.9176100628930818,0.9183544303797468,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,100,1,sawyer_push_wall,imb8ohqg,159.0,1.0,0.6,0.4641509433962264,0.4651898734177215,0.6,actor=persistent-critic=persistent
for_real,persistent,persistent,100,2,sawyer_faucet_close,votds1q2,159.0,0.8,0.4,0.3157232704402516,0.31645569620253167,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,100,3,sawyer_push_back,hdgsq2md,159.0,1.0,1.0,0.7295597484276729,0.7310126582278481,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,100,4,sawyer_stick_pull,y339j7kv,159.0,1.0,0.6,0.46163522012578617,0.4626582278481013,0.6,actor=persistent-critic=persistent
for_real,persistent,persistent,100,5,sawyer_handle_press_side,kc7f591o,159.0,0.1,0.0,0.006918238993710692,0.006962025316455696,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,100,6,sawyer_push,ofoy8rdm,159.0,1.0,0.5,0.3861635220125786,0.3870253164556962,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,100,7,sawyer_shelf_place,f4ak8rb9,159.0,0.8,0.4,0.15283018867924528,0.15253164556962026,0.5,actor=persistent-critic=persistent
for_real,persistent,persistent,101,0,sawyer_hammer,77jkj6eu,159.0,1.0,0.9,0.7522012578616354,0.7528481012658228,0.9,actor=persistent-critic=persistent
for_real,persistent,persistent,101,1,sawyer_push_wall,chz9po1y,159.0,1.0,0.6,0.6194968553459119,0.6215189873417721,0.6,actor=persistent-critic=persistent
for_real,persistent,persistent,101,2,sawyer_faucet_close,00v8a3kk,159.0,1.0,0.2,0.36666666666666664,0.3651898734177215,0.2,actor=persistent-critic=persistent
for_real,persistent,persistent,101,3,sawyer_push_back,ljsofedy,159.0,1.0,1.0,0.679245283018868,0.680379746835443,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,101,4,sawyer_stick_pull,nbktgn58,159.0,1.0,1.0,0.31698113207547174,0.3158227848101266,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,101,5,sawyer_handle_press_side,kyhbit5z,159.0,0.2,0.0,0.006918238993710692,0.006962025316455696,0.0,actor=persistent-critic=persistent
for_real,persistent,persistent,101,6,sawyer_push,xhbsmo3w,159.0,1.0,1.0,0.5213836477987421,0.5215189873417722,1.0,actor=persistent-critic=persistent
for_real,persistent,persistent,101,7,sawyer_shelf_place,ppsr7atp,159.0,0.7,0.2,0.0811320754716981,0.0810126582278481,0.28571428571428575,actor=persistent-critic=persistent
for_real,persistent,reset,97,0,sawyer_hammer,azl6bbuv,159.0,1.0,0.7,0.9100628930817609,0.9113924050632911,0.7,actor=persistent-critic=reset
for_real,persistent,reset,97,1,sawyer_push_wall,hopjaz4l,159.0,1.0,0.4,0.46226415094339623,0.46392405063291137,0.4,actor=persistent-critic=reset
for_real,persistent,reset,97,2,sawyer_faucet_close,5uxleo67,159.0,0.9,0.4,0.4075471698113207,0.4079113924050633,0.4444444444444445,actor=persistent-critic=reset
for_real,persistent,reset,97,3,sawyer_push_back,078geply,159.0,1.0,0.0,0.7264150943396226,0.7310126582278481,0.0,actor=persistent-critic=reset
for_real,persistent,reset,97,4,sawyer_stick_pull,68qzxqfd,159.0,1.0,0.9,0.6308176100628932,0.6319620253164557,0.9,actor=persistent-critic=reset
for_real,persistent,reset,97,5,sawyer_handle_press_side,wud8mdu8,159.0,0.3,0.0,0.016352201257861635,0.016455696202531647,0.0,actor=persistent-critic=reset
for_real,persistent,reset,97,6,sawyer_push,ni0oen2c,159.0,1.0,0.5,0.4220125786163523,0.4231012658227848,0.5,actor=persistent-critic=reset
for_real,persistent,reset,97,7,sawyer_shelf_place,wyxaun7b,159.0,1.0,0.2,0.5050314465408806,0.5075949367088608,0.2,actor=persistent-critic=reset
for_real,persistent,reset,97,8,sawyer_window_close,9jxy5u19,159.0,0.5,0.0,0.05849056603773586,0.05727848101265823,0.0,actor=persistent-critic=reset
for_real,persistent,reset,97,9,sawyer_peg_unplug_side,ck4pvyjt,159.0,0.8,0.1,0.2748427672955975,0.2759493670886076,0.125,actor=persistent-critic=reset
for_real,persistent,reset,98,0,sawyer_hammer,0b2864o3,159.0,1.0,0.8,0.8572327044025158,0.8575949367088608,0.8,actor=persistent-critic=reset
for_real,persistent,reset,98,1,sawyer_push_wall,f1i56gn7,159.0,1.0,1.0,0.6226415094339621,0.6234177215189873,1.0,actor=persistent-critic=reset
for_real,persistent,reset,98,2,sawyer_faucet_close,ir02dmvb,159.0,0.8,0.7,0.43647798742138366,0.43449367088607593,0.8749999999999999,actor=persistent-critic=reset
for_real,persistent,reset,98,3,sawyer_push_back,7h844kh9,159.0,1.0,0.9,0.79811320754717,0.8003164556962026,0.9,actor=persistent-critic=reset
for_real,persistent,reset,98,4,sawyer_stick_pull,gk3g26om,159.0,1.0,0.6,0.5943396226415094,0.5962025316455696,0.6,actor=persistent-critic=reset
for_real,persistent,reset,98,5,sawyer_handle_press_side,qrxheol0,159.0,0.3,0.0,0.03018867924528302,0.030063291139240507,0.0,actor=persistent-critic=reset
for_real,persistent,reset,98,6,sawyer_push,eufzi0dp,159.0,1.0,0.4,0.5427672955974842,0.5449367088607595,0.4,actor=persistent-critic=reset
for_real,persistent,reset,98,7,sawyer_shelf_place,54nvcey0,159.0,0.9,0.6,0.12515723270440252,0.1240506329113924,0.6666666666666666,actor=persistent-critic=reset
for_real,persistent,reset,98,8,sawyer_window_close,hcz28ecr,159.0,0.4,0.0,0.03836477987421384,0.03860759493670886,0.0,actor=persistent-critic=reset
for_real,persistent,reset,98,9,sawyer_peg_unplug_side,0337p2e6,159.0,0.8,0.2,0.28490566037735854,0.28607594936708863,0.25,actor=persistent-critic=reset
for_real,persistent,reset,99,0,sawyer_hammer,iliia7zo,159.0,1.0,1.0,0.9176100628930818,0.9177215189873418,1.0,actor=persistent-critic=reset
for_real,persistent,reset,99,1,sawyer_push_wall,th7hcv54,159.0,1.0,0.9,0.6012578616352201,0.6022151898734177,0.9,actor=persistent-critic=reset
for_real,persistent,reset,99,2,sawyer_faucet_close,tfz0ok75,159.0,0.8,0.4,0.3886792452830189,0.3889240506329114,0.5,actor=persistent-critic=reset
for_real,persistent,reset,99,3,sawyer_push_back,lts20wp5,159.0,1.0,1.0,0.8767295597484275,0.8775316455696203,1.0,actor=persistent-critic=reset
for_real,persistent,reset,99,4,sawyer_stick_pull,oek4ze6k,159.0,1.0,0.7,0.5132075471698114,0.5142405063291139,0.7,actor=persistent-critic=reset
for_real,persistent,reset,99,5,sawyer_handle_press_side,e1s7s72e,159.0,0.2,0.0,0.016981132075471698,0.01708860759493671,0.0,actor=persistent-critic=reset
for_real,persistent,reset,99,6,sawyer_push,fdy7hqbt,159.0,1.0,0.5,0.4088050314465409,0.4098101265822785,0.5,actor=persistent-critic=reset
for_real,persistent,reset,99,7,sawyer_shelf_place,phnm94ov,159.0,0.8,0.5,0.1742138364779874,0.17373417721518988,0.625,actor=persistent-critic=reset
for_real,persistent,reset,99,8,sawyer_window_close,cfiyig1b,159.0,0.3,0.0,0.05849056603773586,0.05886075949367089,0.0,actor=persistent-critic=reset
for_real,persistent,reset,99,9,sawyer_peg_unplug_side,0x7vhana,159.0,0.9,0.4,0.32201257861635224,0.3227848101265823,0.4444444444444445,actor=persistent-critic=reset
for_real,persistent,reset,100,0,sawyer_hammer,2ilc22qj,159.0,1.0,0.9,0.9018867924528304,0.9031645569620254,0.9,actor=persistent-critic=reset
for_real,persistent,reset,100,1,sawyer_push_wall,5d54bld8,159.0,1.0,0.8,0.7534591194968554,0.7556962025316456,0.8,actor=persistent-critic=reset
for_real,persistent,reset,100,2,sawyer_faucet_close,2bcn3l9c,159.0,1.0,0.6,0.3924528301886792,0.3930379746835443,0.6,actor=persistent-critic=reset
for_real,persistent,reset,100,3,sawyer_push_back,r1l48277,159.0,1.0,0.9,0.8855345911949686,0.8882911392405063,0.9,actor=persistent-critic=reset
for_real,persistent,reset,100,4,sawyer_stick_pull,4sgzx2e3,159.0,1.0,0.9,0.6408805031446542,0.6420886075949367,0.9,actor=persistent-critic=reset
for_real,persistent,reset,100,5,sawyer_handle_press_side,8wubq0oq,159.0,0.2,0.0,0.016981132075471698,0.016772151898734176,0.0,actor=persistent-critic=reset
for_real,persistent,reset,100,6,sawyer_push,t0xy6hp2,159.0,1.0,0.1,0.4088050314465409,0.41107594936708863,0.1,actor=persistent-critic=reset
for_real,persistent,reset,100,7,sawyer_shelf_place,31shbe6t,159.0,1.0,0.9,0.5748427672955975,0.575632911392405,0.9,actor=persistent-critic=reset
for_real,persistent,reset,101,0,sawyer_hammer,80z25sxi,159.0,1.0,1.0,0.8773584905660379,0.8787974683544304,1.0,actor=persistent-critic=reset
for_real,persistent,reset,101,1,sawyer_push_wall,j1gy6f87,159.0,1.0,0.4,0.4207547169811321,0.4221518987341772,0.4,actor=persistent-critic=reset
for_real,persistent,reset,101,2,sawyer_faucet_close,mvn6yxl7,159.0,0.8,0.5,0.4000000000000001,0.3990506329113924,0.625,actor=persistent-critic=reset
for_real,persistent,reset,101,3,sawyer_push_back,0i8mg896,159.0,1.0,0.6,0.8106918238993709,0.8139240506329114,0.6,actor=persistent-critic=reset
for_real,persistent,reset,101,4,sawyer_stick_pull,i2282tsm,159.0,1.0,0.7,0.520754716981132,0.5208860759493671,0.7,actor=persistent-critic=reset
for_real,persistent,reset,101,5,sawyer_handle_press_side,8wtnc0ek,159.0,0.2,0.0,0.024528301886792454,0.024367088607594938,0.0,actor=persistent-critic=reset
for_real,persistent,reset,101,6,sawyer_push,hqbpqxtr,159.0,1.0,0.2,0.46855345911949686,0.4708860759493671,0.2,actor=persistent-critic=reset
for_real,persistent,reset,101,7,sawyer_shelf_place,u9kj3v0b,159.0,1.0,0.4,0.4031446540880503,0.40443037974683543,0.4,actor=persistent-critic=reset
for_real,reset,cka,97,0,sawyer_hammer,6hftpn0z,159.0,1.0,0.7,0.9050314465408805,0.9066455696202531,0.7,actor=reset-critic=cka
for_real,reset,cka,97,1,sawyer_push_wall,e8i6syig,159.0,1.0,0.8,0.6716981132075471,0.6734177215189874,0.8,actor=reset-critic=cka
for_real,reset,cka,97,2,sawyer_faucet_close,rm88adoa,159.0,0.9,0.5,0.3874213836477987,0.38829113924050634,0.5555555555555556,actor=reset-critic=cka
for_real,reset,cka,97,3,sawyer_push_back,vyypmvq9,159.0,1.0,1.0,0.8364779874213838,0.8386075949367089,1.0,actor=reset-critic=cka
for_real,reset,cka,97,4,sawyer_stick_pull,esfvsliq,159.0,1.0,1.0,0.4534591194968553,0.4531645569620253,1.0,actor=reset-critic=cka
for_real,reset,cka,97,5,sawyer_handle_press_side,b6bdbhiz,159.0,0.2,0.0,0.009433962264150943,0.00949367088607595,0.0,actor=reset-critic=cka
for_real,reset,cka,97,6,sawyer_push,hng5gsmp,159.0,1.0,0.5,0.4018867924528302,0.40284810126582277,0.5,actor=reset-critic=cka
for_real,reset,cka,97,7,sawyer_shelf_place,tcrwygkf,159.0,1.0,0.7,0.46792452830188686,0.46867088607594937,0.7,actor=reset-critic=cka
for_real,reset,cka,97,8,sawyer_window_close,pdc40k1g,159.0,0.5,0.0,0.0792452830188679,0.07911392405063292,0.0,actor=reset-critic=cka
for_real,reset,cka,97,9,sawyer_peg_unplug_side,j2oc0nkj,159.0,0.8,0.3,0.2993710691823899,0.3003164556962025,0.37499999999999994,actor=reset-critic=cka
for_real,reset,cka,98,0,sawyer_hammer,teatxqb3,159.0,1.0,1.0,0.8566037735849056,0.8566455696202532,1.0,actor=reset-critic=cka
for_real,reset,cka,98,1,sawyer_push_wall,hg6rpwsr,159.0,1.0,0.5,0.45849056603773586,0.4598101265822785,0.5,actor=reset-critic=cka
for_real,reset,cka,98,2,sawyer_faucet_close,39iv2aq8,159.0,0.8,0.3,0.41069182389937103,0.41044303797468357,0.37499999999999994,actor=reset-critic=cka
for_real,reset,cka,98,3,sawyer_push_back,flprxo2d,159.0,1.0,1.0,0.7698113207547169,0.7715189873417722,1.0,actor=reset-critic=cka
for_real,reset,cka,98,4,sawyer_stick_pull,bohned26,159.0,1.0,0.8,0.6000000000000001,0.6012658227848101,0.8,actor=reset-critic=cka
for_real,reset,cka,98,5,sawyer_handle_press_side,zefbvtey,159.0,0.2,0.0,0.015094339622641511,0.015189873417721518,0.0,actor=reset-critic=cka
for_real,reset,cka,98,6,sawyer_push,hd0dgl7n,159.0,1.0,0.4,0.4421383647798743,0.4430379746835443,0.4,actor=reset-critic=cka
for_real,reset,cka,98,7,sawyer_shelf_place,j7uu958e,159.0,0.9,0.1,0.49559748427672956,0.49841772151898733,0.11111111111111112,actor=reset-critic=cka
for_real,reset,cka,98,8,sawyer_window_close,bae5b6yf,159.0,0.6,0.0,0.06603773584905659,0.06645569620253164,0.0,actor=reset-critic=cka
for_real,reset,cka,98,9,sawyer_peg_unplug_side,fwup3whe,159.0,0.9,0.2,0.44276729559748423,0.4433544303797468,0.22222222222222224,actor=reset-critic=cka
for_real,reset,cka,99,0,sawyer_hammer,txcjntp9,159.0,1.0,0.8,0.8238993710691824,0.8253164556962025,0.8,actor=reset-critic=cka
for_real,reset,cka,99,1,sawyer_push_wall,zlcdkrz5,159.0,1.0,0.3,0.6509433962264151,0.654113924050633,0.3,actor=reset-critic=cka
for_real,reset,cka,99,2,sawyer_faucet_close,fhyv3tfs,159.0,0.8,0.2,0.37106918238993714,0.37088607594936707,0.25,actor=reset-critic=cka
for_real,reset,cka,99,3,sawyer_push_back,4557cvc5,159.0,1.0,1.0,0.7899371069182388,0.7917721518987342,1.0,actor=reset-critic=cka
for_real,reset,cka,99,4,sawyer_stick_pull,ol59xj2m,159.0,1.0,0.9,0.6238993710691824,0.625,0.9,actor=reset-critic=cka
for_real,reset,cka,99,5,sawyer_handle_press_side,oaeoqoaa,159.0,0.2,0.0,0.006918238993710692,0.006962025316455696,0.0,actor=reset-critic=cka
for_real,reset,cka,99,6,sawyer_push,q41mdirm,159.0,1.0,0.9,0.5314465408805031,0.5319620253164556,0.9,actor=reset-critic=cka
for_real,reset,cka,99,7,sawyer_shelf_place,gdo76kek,159.0,1.0,0.5,0.4805031446540881,0.4819620253164557,0.5,actor=reset-critic=cka
for_real,reset,cka,99,8,sawyer_window_close,cvppdfeo,159.0,0.5,0.0,0.04779874213836478,0.047784810126582276,0.0,actor=reset-critic=cka
for_real,reset,cka,99,9,sawyer_peg_unplug_side,694xjlyg,159.0,1.0,0.0,0.2572327044025158,0.2588607594936709,0.0,actor=reset-critic=cka
for_real,reset,cka,100,0,sawyer_hammer,b1zsij7h,159.0,1.0,0.8,0.8761006289308176,0.8762658227848101,0.8,actor=reset-critic=cka
for_real,reset,cka,100,1,sawyer_push_wall,p0obmgy4,159.0,1.0,0.4,0.5943396226415094,0.5968354430379746,0.4,actor=reset-critic=cka
for_real,reset,cka,100,2,sawyer_faucet_close,f45i18pq,159.0,0.9,0.7,0.38616352201257864,0.385126582278481,0.7777777777777777,actor=reset-critic=cka
for_real,reset,cka,100,3,sawyer_push_back,941fznn0,159.0,1.0,0.8,0.6974842767295598,0.6993670886075949,0.8,actor=reset-critic=cka
for_real,reset,cka,100,4,sawyer_stick_pull,4vl9wrlg,159.0,1.0,0.3,0.5232704402515723,0.5256329113924051,0.3,actor=reset-critic=cka
for_real,reset,cka,100,5,sawyer_handle_press_side,78zc242e,159.0,0.2,0.0,0.009433962264150943,0.00949367088607595,0.0,actor=reset-critic=cka
for_real,reset,cka,100,6,sawyer_push,pwffi8ed,159.0,1.0,0.1,0.4044025157232705,0.4060126582278481,0.1,actor=reset-critic=cka
for_real,reset,cka,100,7,sawyer_shelf_place,u5b41w8z,159.0,1.0,0.2,0.4805031446540881,0.4829113924050633,0.2,actor=reset-critic=cka
for_real,reset,cka,100,8,sawyer_window_close,drr8es34,159.0,0.3,0.0,0.045911949685534595,0.04556962025316456,0.0,actor=reset-critic=cka
for_real,reset,cka,100,9,sawyer_peg_unplug_side,i1hpzayi,159.0,0.9,0.3,0.23836477987421387,0.23860759493670886,0.3333333333333333,actor=reset-critic=cka
for_real,reset,cka,101,0,sawyer_hammer,g7knlqzm,159.0,1.0,0.8,0.9132075471698115,0.9139240506329114,0.8,actor=reset-critic=cka
for_real,reset,cka,101,1,sawyer_push_wall,m6i4oioo,159.0,1.0,0.8,0.6528301886792451,0.6544303797468355,0.8,actor=reset-critic=cka
for_real,reset,cka,101,2,sawyer_faucet_close,doxw0j0g,159.0,0.8,0.7,0.3484276729559749,0.34715189873417723,0.8749999999999999,actor=reset-critic=cka
for_real,reset,cka,101,3,sawyer_push_back,ihopsk5p,159.0,1.0,1.0,0.7427672955974844,0.7443037974683544,1.0,actor=reset-critic=cka
for_real,reset,cka,101,4,sawyer_stick_pull,uzm4opiv,159.0,1.0,1.0,0.35911949685534594,0.3550632911392405,1.0,actor=reset-critic=cka
for_real,reset,cka,101,5,sawyer_handle_press_side,xtnkoqkt,159.0,0.2,0.0,0.0031446540880503146,0.002848101265822785,0.0,actor=reset-critic=cka
for_real,reset,cka,101,6,sawyer_push,z5lkrciw,159.0,1.0,0.1,0.5283018867924528,0.529746835443038,0.1,actor=reset-critic=cka
for_real,reset,cka,101,7,sawyer_shelf_place,k7rz4kdo,159.0,1.0,0.7,0.41886792452830196,0.41930379746835444,0.7,actor=reset-critic=cka
for_real,reset,cka,101,8,sawyer_window_close,6v5f37nq,159.0,0.5,0.0,0.07169811320754717,0.07183544303797468,0.0,actor=reset-critic=cka
for_real,reset,cka,101,9,sawyer_peg_unplug_side,okoxwfy1,159.0,0.9,0.1,0.34779874213836487,0.3487341772151899,0.11111111111111112,actor=reset-critic=cka
for_real,reset,persistent,97,0,sawyer_hammer,uv6ydp32,159.0,1.0,0.8,0.9050314465408807,0.9050632911392406,0.8,actor=reset-critic=persistent
for_real,reset,persistent,97,1,sawyer_push_wall,0e2vkgst,159.0,1.0,0.8,0.7421383647798743,0.7443037974683544,0.8,actor=reset-critic=persistent
for_real,reset,persistent,97,2,sawyer_faucet_close,thtkq3f9,159.0,0.8,0.0,0.34213836477987414,0.34430379746835443,0.0,actor=reset-critic=persistent
for_real,reset,persistent,97,3,sawyer_push_back,g5cwm5wc,159.0,1.0,1.0,0.5710691823899372,0.5715189873417722,1.0,actor=reset-critic=persistent
for_real,reset,persistent,97,4,sawyer_stick_pull,xicfvct4,159.0,1.0,0.9,0.4352201257861634,0.435126582278481,0.9,actor=reset-critic=persistent
for_real,reset,persistent,97,5,sawyer_handle_press_side,1fofh4az,159.0,0.1,0.0,0.002515723270440252,0.002531645569620253,0.0,actor=reset-critic=persistent
for_real,reset,persistent,97,6,sawyer_push,xmittd6z,159.0,1.0,0.7,0.5484276729559748,0.5496835443037975,0.7,actor=reset-critic=persistent
for_real,reset,persistent,97,7,sawyer_shelf_place,az1yhkii,159.0,0.2,0.0,0.00628930817610063,0.006329113924050633,0.0,actor=reset-critic=persistent
for_real,reset,persistent,97,8,sawyer_window_close,7uwnti8e,159.0,0.5,0.0,0.08616352201257861,0.08670886075949367,0.0,actor=reset-critic=persistent
for_real,reset,persistent,97,9,sawyer_peg_unplug_side,qxzq1ewj,159.0,0.7,0.2,0.26540880503144654,0.2664556962025316,0.28571428571428575,actor=reset-critic=persistent
for_real,reset,persistent,98,0,sawyer_hammer,zoclq0e5,159.0,1.0,0.9,0.8345911949685534,0.8363924050632912,0.9,actor=reset-critic=persistent
for_real,reset,persistent,98,1,sawyer_push_wall,1teqthtc,159.0,1.0,0.1,0.4515723270440252,0.4541139240506329,0.1,actor=reset-critic=persistent
for_real,reset,persistent,98,2,sawyer_faucet_close,1xt98hbf,159.0,0.8,0.4,0.3314465408805032,0.33069620253164556,0.5,actor=reset-critic=persistent
for_real,reset,persistent,98,3,sawyer_push_back,53a7pxsl,159.0,1.0,1.0,0.8496855345911951,0.8518987341772152,1.0,actor=reset-critic=persistent
for_real,reset,persistent,98,4,sawyer_stick_pull,hddz8irn,159.0,1.0,1.0,0.6144654088050314,0.6151898734177215,1.0,actor=reset-critic=persistent
for_real,reset,persistent,98,5,sawyer_handle_press_side,cjgr3bl4,159.0,0.1,0.0,0.001886792452830189,0.0018987341772151898,0.0,actor=reset-critic=persistent
for_real,reset,persistent,98,6,sawyer_push,n5kuo7ar,159.0,1.0,0.8,0.4515723270440252,0.4518987341772152,0.8,actor=reset-critic=persistent
for_real,reset,persistent,98,7,sawyer_shelf_place,nj7l8ntw,159.0,0.9,0.8,0.4836477987421384,0.48417721518987344,0.888888888888889,actor=reset-critic=persistent
for_real,reset,persistent,98,8,sawyer_window_close,mlh8zj7a,159.0,0.4,0.0,0.022641509433962266,0.022468354430379745,0.0,actor=reset-critic=persistent
for_real,reset,persistent,98,9,sawyer_peg_unplug_side,uplalnq8,159.0,0.8,0.5,0.26855345911949685,0.26867088607594936,0.625,actor=reset-critic=persistent
for_real,reset,persistent,99,0,sawyer_hammer,43qynea9,159.0,1.0,0.9,0.9421383647798743,0.9420886075949367,0.9,actor=reset-critic=persistent
for_real,reset,persistent,99,1,sawyer_push_wall,c677tce5,159.0,1.0,1.0,0.509433962264151,0.509493670886076,1.0,actor=reset-critic=persistent
for_real,reset,persistent,99,2,sawyer_faucet_close,pll23c30,159.0,0.9,0.4,0.29496855345911943,0.2955696202531646,0.4444444444444445,actor=reset-critic=persistent
for_real,reset,persistent,99,3,sawyer_push_back,0h3odh0d,159.0,1.0,1.0,0.810062893081761,0.8120253164556962,1.0,actor=reset-critic=persistent
for_real,reset,persistent,99,4,sawyer_stick_pull,ypcavuq6,159.0,1.0,0.4,0.5182389937106918,0.520253164556962,0.4,actor=reset-critic=persistent
for_real,reset,persistent,99,5,sawyer_handle_press_side,wijemeam,159.0,0.2,0.0,0.0056603773584905665,0.00569620253164557,0.0,actor=reset-critic=persistent
for_real,reset,persistent,99,6,sawyer_push,5r7uakfa,159.0,1.0,0.2,0.5641509433962264,0.5670886075949367,0.2,actor=reset-critic=persistent
for_real,reset,persistent,99,7,sawyer_shelf_place,zg62yzhg,159.0,0.9,0.4,0.13773584905660377,0.13734177215189874,0.4444444444444445,actor=reset-critic=persistent
