figure,series,env_steps,n_hover,press_minus_pi,press_rank,grad_cos,std_a,std_s,std_a_over_std_s,panel,feature,accuracy_drop,baseline_accuracy,n_pairs,delta_mm,success,her_succ,her_prog,her_succ_or_prog
inject,inject,19500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,21000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,22500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,24000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,25500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,27000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,28500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,30000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,31500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,33000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,34500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,36000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,37500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,39000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,40500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,42000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,43500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,45000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,46500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,48000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,49500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,51000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,52500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,54000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,55500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,57000,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,58500,,,,,,,,her,,,,,,,0.01,0.0,0.01
inject,inject,60000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,61500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,63000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,64500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,66000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,67500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,69000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,70500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,72000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,73500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,75000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,76500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,78000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,79500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,81000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,82500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,84000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,85500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,87000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,88500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,90000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,91500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,93000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,94500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,96000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,97500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,99000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,100500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,102000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,103500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,105000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,106500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,108000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,109500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,111000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,112500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,114000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,115500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,117000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,118500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,120000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,121500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,123000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,124500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,126000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,127500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,129000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,130500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,132000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,133500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,135000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,136500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,138000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,139500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,141000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,142500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,144000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,145500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,147000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,148500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,150000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,151500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,153000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,154500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,156000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,157500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,159000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,160500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,162000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,163500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,165000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,166500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,168000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,169500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,171000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,172500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,174000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,175500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,177000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,178500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,180000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,181500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,183000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,184500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,186000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,187500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,189000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,190500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,192000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,193500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,195000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,196500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,198000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,199500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,201000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,202500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,204000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,205500,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,207000,,,,,,,,her,,,,,,,0.02,0.0,0.02
inject,inject,208500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,210000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,211500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,213000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,214500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,216000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,217500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,219000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,220500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,222000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,223500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,225000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,226500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,228000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,229500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,231000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,232500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,234000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,235500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,237000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,238500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,240000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,241500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,243000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,244500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,246000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,247500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,249000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,250500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,252000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,253500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,inject,255000,,,,,,,,her,,,,,,,0.06,0.0,0.06
inject,inject,256500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,258000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,259500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,261000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,262500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,264000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,265500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,267000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,268500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,270000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,271500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,273000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,274500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,276000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,277500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,279000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,280500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,282000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,283500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,285000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,286500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,288000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,289500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,291000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,292500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,294000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,295500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,297000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,298500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,300000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,301500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,303000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,304500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,306000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,307500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,309000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,310500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,312000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,313500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,315000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,316500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,318000,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,319500,,,,,,,,her,,,,,,,0.15,0.0,0.15
inject,inject,321000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,322500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,324000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,325500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,327000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,328500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,330000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,331500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,333000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,334500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,336000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,337500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,339000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,340500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,342000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,343500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,345000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,346500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,348000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,349500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,351000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,352500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,354000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,355500,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,357000,,,,,,,,her,,,,,,,0.14,0.0,0.14
inject,inject,358500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,360000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,361500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,363000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,364500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,366000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,367500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,369000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,370500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,372000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,373500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,375000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,376500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,378000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,379500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,381000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,382500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,384000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,385500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,387000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,388500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,390000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,391500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,393000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,394500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,396000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,397500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,399000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,400500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,402000,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,403500,,,,,,,,her,,,,,,,0.13,0.0,0.13
inject,inject,405000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,406500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,408000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,409500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,411000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,412500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,414000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,415500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,417000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,418500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,420000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,421500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,423000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,424500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,426000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,427500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,429000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,430500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,432000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,433500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,435000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,436500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,438000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,439500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,441000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,442500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,444000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,445500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,447000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,448500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,450000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,451500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,453000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,454500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,456000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,457500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,459000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,460500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,462000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,463500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,465000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,466500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,468000,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,469500,,,,,,,,her,,,,,,,0.12,0.0,0.12
inject,inject,471000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,472500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,474000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,475500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,477000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,478500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,480000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,481500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,483000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,484500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,486000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,487500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,489000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,490500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,492000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,493500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,495000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,496500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,498000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,499500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,501000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,502500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,504000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,505500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,507000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,508500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,510000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,511500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,513000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,514500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,516000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,517500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,519000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,520500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,522000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,523500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,525000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,526500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,528000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,529500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,531000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,532500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,534000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,535500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,537000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,538500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,540000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,541500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,543000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,544500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,546000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,547500,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,549000,,,,,,,,her,,,,,,,0.11,0.0,0.11
inject,inject,550500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,552000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,553500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,555000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,556500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,558000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,559500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,561000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,562500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,564000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,565500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,567000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,568500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,570000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,571500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,573000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,574500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,576000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,577500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,579000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,580500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,582000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,583500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,585000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,586500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,588000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,589500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,591000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,592500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,594000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,595500,,,,,,,,her,,,,,,,0.1,0.0,0.1
