figure,series,env_steps,n_hover,press_minus_pi,press_rank,grad_cos,std_a,std_s,std_a_over_std_s,panel,feature,accuracy_drop,baseline_accuracy,n_pairs,delta_mm,success,her_succ,her_prog,her_succ_or_prog
inject,handle,432000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,433500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,435000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,436500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,438000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,439500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,441000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,442500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,444000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,445500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,447000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,448500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,450000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,451500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,453000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,454500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,456000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,457500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,459000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,460500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,462000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,463500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,465000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,466500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,468000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,469500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,471000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,472500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,474000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,475500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,477000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,478500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,480000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,481500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,483000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,484500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,486000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,487500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,489000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,490500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,492000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,493500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,495000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,496500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,498000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,499500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,501000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,502500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,504000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,505500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,507000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,508500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,510000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,511500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,513000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,514500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,516000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,517500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,519000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,520500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,522000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,523500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,525000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,526500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,528000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,529500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,531000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,532500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,534000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,535500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,537000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,538500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,540000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,541500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,543000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,544500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,546000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,547500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,549000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,550500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,552000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,553500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,555000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,556500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,558000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,559500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,561000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,562500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,564000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,565500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,567000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,568500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,570000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,571500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,573000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,574500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,576000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,577500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,579000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,580500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,582000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,583500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,585000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,586500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,588000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,589500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,591000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,592500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,594000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,595500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,597000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,598500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,600000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,601500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,603000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,604500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,606000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,607500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,609000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,610500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,612000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,613500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,615000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,616500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,618000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,619500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,621000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,622500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,624000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,625500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,627000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,628500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,630000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,631500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,633000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,634500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,636000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,637500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,639000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,640500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,642000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,643500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,645000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,646500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,648000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,649500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,651000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,652500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,654000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,655500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,657000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,658500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,660000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,661500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,663000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,664500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,666000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,667500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,669000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,670500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,672000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,673500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,675000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,676500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,678000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,679500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,681000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,682500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,684000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,685500,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,687000,,,,,,,,her,,,,,,,0.04,0.0,0.04
inject,handle,688500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,690000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,691500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,693000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,694500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,696000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,697500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,699000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,700500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,702000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,703500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,705000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,706500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,708000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,709500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,711000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,712500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,714000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,715500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,717000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,718500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,720000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,721500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,723000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,724500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,726000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,727500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,729000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,730500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,732000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,733500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,735000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,736500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,738000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,739500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,741000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,742500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,744000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,745500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,747000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,748500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,750000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,751500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,753000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,754500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,756000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,757500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,759000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,760500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,762000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,763500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,765000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,766500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,768000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,769500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,771000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,772500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,774000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,775500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,777000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,778500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,780000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,781500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,783000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,784500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,786000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,787500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,789000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,790500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,792000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,793500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,795000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,796500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,798000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,799500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,801000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,802500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,804000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,805500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,807000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,808500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,810000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,811500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,813000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,814500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,816000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,817500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,819000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,820500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,822000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,823500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,825000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,826500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,828000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,829500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,831000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,832500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,834000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,835500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,837000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,838500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,840000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,841500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,843000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,844500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,846000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,847500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,849000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,850500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,852000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,853500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,855000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,856500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,858000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,859500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,861000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,862500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,864000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,865500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,867000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,868500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,870000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,871500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,873000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,874500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,876000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,877500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,879000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,880500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,882000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,883500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,885000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,886500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,888000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,889500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,891000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,892500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,894000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,895500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,897000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,898500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,900000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,901500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,903000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,904500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,906000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,907500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,909000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,910500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,912000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,913500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,915000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,916500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,918000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,919500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,921000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,922500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,924000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,925500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,927000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,928500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,930000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,931500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,933000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,934500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,936000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,937500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,939000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,940500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,942000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,943500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,945000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,946500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,948000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,949500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,951000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,952500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,954000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,955500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,957000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,958500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,960000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,961500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,963000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,964500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,966000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,967500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,969000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,970500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,972000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,973500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,975000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,976500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,978000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,979500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,981000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,982500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,984000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,985500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,987000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,988500,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,handle,990000,,,,,,,,her,,,,,,,0.03,0.0,0.03
inject,inject,1500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,3000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,4500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,6000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,7500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,9000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,10500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,12000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,13500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,15000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,16500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,inject,18000,,,,,,,,her,,,,,,,0.0,0.0,0.0
