run_id,run_name,group,state,task_idx,env,actor_mode,critic_mode,seed,env_name,use_task_id,adapt_heads_only,encoder_from_base,k_max,k_sample_k,intra_eval_previous_tasks,dyn_aux_weight,phi_task_width,phi_task_depth,created_at,evaluator_success_rate_summary,evaluator_mean_return_summary
x3l4elcu,task1_sawyer_push_wall_s99,real1,finished,1,sawyer_push_wall,cka,reset,99,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:48:39Z,0.8,10.2
hufmp2vu,task1_sawyer_push_wall_s97,real1,finished,1,sawyer_push_wall,cka,reset,97,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:48:41Z,1.0,61.0
m5d0l07j,task1_sawyer_push_wall_s98,real1,finished,1,sawyer_push_wall,cka,reset,98,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:48:50Z,0.4,1.5
aty65j63,task1_sawyer_push_wall_s98,real1,finished,1,sawyer_push_wall,cka,persistent,98,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:49:16Z,0.4,6.7
r97gbpxo,task1_sawyer_push_wall_s97,real1,finished,1,sawyer_push_wall,cka,persistent,97,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:49:26Z,1.0,50.9
g8ksci9x,task1_sawyer_push_wall_s99,real1,finished,1,sawyer_push_wall,cka,persistent,99,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T18:49:29Z,0.7,23.3
lwgaxcqf,task1_sawyer_push_wall_s97,real1,finished,1,sawyer_push_wall,cka,cka,97,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:01:00Z,0.6,23.2
k9cvvstq,task1_sawyer_push_wall_s98,real1,finished,1,sawyer_push_wall,cka,cka,98,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:01:17Z,0.8,30.7
8lxw8ne5,task1_sawyer_push_wall_s99,real1,finished,1,sawyer_push_wall,cka,cka,99,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:01:39Z,1.0,84.1
lyrnyaaz,task1_sawyer_push_wall_s97,real1,finished,1,sawyer_push_wall,cka,persistent,97,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:04:36Z,0.9,61.5
orcwgooy,task1_sawyer_push_wall_s99,real1,finished,1,sawyer_push_wall,cka,persistent,99,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:05:35Z,0.9,19.3
izm7k60d,task1_sawyer_push_wall_s98,real1,finished,1,sawyer_push_wall,cka,persistent,98,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:06:05Z,0.0,0.0
byrf9h4v,task1_sawyer_push_wall_s97,real1,finished,1,sawyer_push_wall,cka,reset,97,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:09:34Z,0.9,29.1
jec6tpm6,task1_sawyer_push_wall_s99,real1,finished,1,sawyer_push_wall,cka,reset,99,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:11:10Z,0.3,15.1
400ecu7l,task1_sawyer_push_wall_s98,real1,finished,1,sawyer_push_wall,cka,reset,98,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T19:11:50Z,0.9,16.4
hta3zaw6,task1_sawyer_push_wall_s100,real1,finished,1,sawyer_push_wall,cka,reset,100,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T20:38:19Z,1.0,42.8
mzrw5lqx,task1_sawyer_push_wall_s101,real1,finished,1,sawyer_push_wall,cka,reset,101,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T20:40:04Z,0.5,30.5
2n9bnvo4,task1_sawyer_push_wall_s101,real1,finished,1,sawyer_push_wall,cka,persistent,101,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T20:50:23Z,0.6,13.9
zy816rvz,task1_sawyer_push_wall_s101,real1,finished,1,sawyer_push_wall,cka,cka,101,sawyer_push_wall,False,False,False,10,0,False,,,,2026-04-26T21:51:35Z,0.1,3.0
ao6p0vn8,task2_sawyer_faucet_close_s97,real1,finished,2,sawyer_faucet_close,cka,reset,97,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:28:39Z,0.6,36.1
z1jxy00p,task2_sawyer_faucet_close_s99,real1,finished,2,sawyer_faucet_close,cka,reset,99,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:28:42Z,0.3,11.4
mhi5cw4p,task2_sawyer_faucet_close_s98,real1,finished,2,sawyer_faucet_close,cka,reset,98,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:28:47Z,0.6,26.0
04d6ynxm,task2_sawyer_faucet_close_s98,real1,finished,2,sawyer_faucet_close,cka,persistent,98,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:33:15Z,0.2,14.1
08z5l2bu,task2_sawyer_faucet_close_s99,real1,finished,2,sawyer_faucet_close,cka,persistent,99,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:33:43Z,0.4,16.9
axr207ic,task2_sawyer_faucet_close_s97,real1,finished,2,sawyer_faucet_close,cka,persistent,97,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:34:08Z,0.4,23.7
zesy3vmo,task2_sawyer_faucet_close_s97,real1,finished,2,sawyer_faucet_close,cka,persistent,97,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:43:21Z,0.3,16.6
i1fkgrko,task2_sawyer_faucet_close_s99,real1,finished,2,sawyer_faucet_close,cka,persistent,99,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:43:59Z,0.3,10.9
9bh1pmww,task2_sawyer_faucet_close_s98,real1,finished,2,sawyer_faucet_close,cka,persistent,98,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:45:16Z,0.2,6.0
otb5rzke,task2_sawyer_faucet_close_s97,real1,finished,2,sawyer_faucet_close,cka,reset,97,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:57:11Z,0.5,24.0
41krol87,task2_sawyer_faucet_close_s99,real1,finished,2,sawyer_faucet_close,cka,reset,99,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:58:57Z,0.4,23.6
po50x5bc,task2_sawyer_faucet_close_s98,real1,finished,2,sawyer_faucet_close,cka,reset,98,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T22:59:46Z,0.5,24.9
x6u47c20,task2_sawyer_faucet_close_s97,real1,finished,2,sawyer_faucet_close,cka,cka,97,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T23:20:23Z,0.3,10.2
pd5mrzxl,task2_sawyer_faucet_close_s98,real1,finished,2,sawyer_faucet_close,cka,cka,98,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T23:20:36Z,0.6,29.9
my2pyq08,task2_sawyer_faucet_close_s99,real1,finished,2,sawyer_faucet_close,cka,cka,99,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-26T23:20:52Z,0.6,31.7
t5k2bdaj,task2_sawyer_faucet_close_s101,real1,finished,2,sawyer_faucet_close,cka,persistent,101,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-27T01:44:46Z,0.3,18.1
